FULL NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,Tor%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,TOPG,VI,ORTG,DRTG
Justin Robinson,Was,G,22.41,9,5.4,11.3,12.8,20,0,0,7,0.286,5,0.6,0.542,0.542,1.4,0.6,5.6,0.8,18.8,0,0.11,0.33,6.5,105,118.8
Justin Wright-Foreman,Uta,G,22.37,1,1.5,3.1,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,
Justise Winslow,Mia,G-F,23.96,11,32,66.7,20.6,14.6,27,0.667,102,0.431,27,0.222,0.411,0.44,11.3,6.6,11.6,4,18.6,0.73,0.45,2.18,8.4,93,101.1
Juwan Morgan,Uta,F,22.9,16,4.6,9.6,11.9,15,0,0,12,0.667,5,0.2,0.559,0.559,1.2,1.2,14.1,0.1,3.8,0,0.06,0.19,4.6,107.6,102.4
Kadeem Allen,Nyk,G,27.15,10,11.7,24.4,20.6,14.1,11,0.636,28,0.5,16,0.313,0.489,0.512,5,0.9,4.1,2.1,27,0.5,0.2,0.8,7.2,105.5,111.9
Karl-Anthony Towns,Min,C-F,24.32,35,33.9,70.7,28.8,13.2,226,0.796,345,0.586,277,0.412,0.6,0.642,26.5,10.8,16.8,4.4,22.8,0.94,1.2,3.14,12.7,120.2,104
Kawhi Leonard,Lac,F,28.7,51,32.2,67.1,33.2,10.7,350,0.889,724,0.51,292,0.366,0.521,0.585,26.9,7.3,11.7,5,27,1.8,0.61,2.75,12.3,116,101.6
Keita Bates-Diop,Min,F,24.13,37,17.5,36.4,15.8,5.6,65,0.708,112,0.5,94,0.33,0.498,0.535,6.8,3,9,0.8,6.7,0.46,0.54,0.38,5.8,111.2,111.1
Keita Bates-Diop,Den,F,24.13,2,9.4,19.6,8.7,0,4,0.75,2,1,0,0,1,0.931,3.5,1,5.9,0,0,0,0.5,0,0,192.5,104.9
Kelan Martin,Min,F,24.61,31,16,33.3,17.9,9.3,31,0.968,85,0.541,96,0.26,0.461,0.506,6.4,3.1,10.2,0.7,6.8,0.23,0.29,0.65,6,100.3,106.1
Keldon Johnson,San,F-G,20.42,9,10.2,21.3,18.1,7.8,10,0.7,26,0.538,5,0.4,0.548,0.579,4.6,1.9,9.9,0.7,9.4,0.56,0.11,0.33,7.2,117.2,105.4
Kelly Olynyk,Mia,C,28.9,59,18.5,38.5,16.8,15.1,82,0.854,132,0.538,185,0.432,0.603,0.64,7.7,4.4,13.3,1.6,13.2,0.64,0.31,1.07,8.2,117.2,96.5
Kelly Oubre Jr.,Pho,F-G,24.26,56,34.5,71.9,22.4,8.2,246,0.78,519,0.511,307,0.352,0.517,0.56,18.7,6.5,10.4,1.5,6.7,1.25,0.71,1.48,6.6,108.7,104
Kemba Walker,Bos,G,29.84,50,31.8,66.3,27.9,10.3,225,0.867,394,0.47,438,0.377,0.52,0.569,21.2,4.1,6.9,4.9,24.6,0.94,0.5,2.14,9.5,115.2,107.3
Kendrick Nunn,Mia,G,24.61,62,29.8,62,23.7,10.2,92,0.837,488,0.512,362,0.362,0.525,0.545,15.6,2.7,5.1,3.4,18.7,0.82,0.18,1.63,7,105.6,106.4
Kenrich Williams,Nor,G-F,25.28,35,22.3,46.4,9.2,12,24,0.375,47,0.511,96,0.26,0.43,0.43,3.8,5.1,12.1,1.5,8.3,0.71,0.6,0.6,5.5,102.1,104
Kent Bazemore,Por,G-F,30.7,43,25.8,53.8,16,14.4,72,0.806,155,0.368,171,0.327,0.433,0.475,7.9,4,8,1.4,7.2,1.05,0.72,1.4,5.5,91.7,105.8
Kent Bazemore,Sac,G-F,30.7,21,23.5,48.9,19.9,11.1,70,0.729,112,0.446,57,0.386,0.491,0.543,10.3,5,12,1.1,7.1,1.19,0.38,1.19,6.5,104.5,99.1
Kentavious Caldwell-Pope,Lal,G,27.06,63,25.5,53,14.8,9.8,95,0.779,245,0.543,221,0.394,0.565,0.592,9.5,2.1,4.5,1.7,8.7,0.86,0.21,0.87,5.1,116.4,104.7
Kevin Hervey,Okc,F,23.67,7,2.8,5.8,24.9,0,0,0,3,0.333,8,0,0.091,0.091,0.3,0.3,5.7,0.1,6.6,0,0,0,3,,
Kevin Huerter,Atl,G-F,21.54,56,31.4,65.5,17.1,12,64,0.828,276,0.453,334,0.38,0.517,0.536,12.2,4.1,7,3.8,17.5,0.91,0.48,1.55,7.3,106.9,112
Kevin Knox II,Nyk,F,20.58,65,17.9,37.4,17.9,9.2,101,0.653,202,0.391,199,0.327,0.44,0.47,6.4,2.8,8.4,0.9,7.4,0.35,0.43,0.69,5.6,96.8,107.9
Kevin Love,Cle,F,31.51,56,31.8,66.2,23.2,14.6,219,0.854,337,0.537,390,0.374,0.55,0.599,17.6,9.8,17.1,3.2,15.4,0.59,0.34,2.52,10.3,112,110.1
Kevin Porter Jr.,Cle,G-F,19.85,50,23.2,48.4,20.6,16.7,101,0.723,263,0.506,158,0.335,0.505,0.535,10,3.2,7.7,2.2,13.9,0.92,0.28,1.86,7.1,99.1,105.5
Kevon Looney,Gol,F,24.09,20,13.1,27.3,15.9,13.4,12,0.75,65,0.431,14,0.071,0.373,0.403,3.4,3.3,13.7,1,11.1,0.6,0.3,0.65,6.8,92.7,102.5
Khem Birch,Orl,C,27.45,40,19.4,40.5,9.3,13.7,67,0.612,114,0.491,1,0,0.487,0.529,3.8,4.5,12.4,0.9,6,0.4,0.53,0.58,5.1,115.1,103.2
Khris Middleton,Mil,F,28.58,55,30.1,62.6,26.2,10.7,196,0.908,532,0.547,318,0.418,0.577,0.619,21.1,6.2,10.2,4.1,21,0.93,0.13,2.04,10.8,118.7,97.2
Khyri Thomas,Det,G,23.84,8,7.7,15.9,15.5,13.8,4,0.5,3,0,14,0.357,0.441,0.453,2.1,0.1,0.9,0.4,6.7,0.38,0,0.38,2.3,87.6,103
Kostas Antetokounmpo,Lal,F,22.31,3,1.7,3.5,0,,0,0,0,0,0,0,,,0,0.3,10.7,0.3,22,0,0,0,0,,
Kris Dunn,Chi,G,25.98,51,24.9,51.8,14.6,15.7,54,0.741,230,0.535,112,0.259,0.487,0.51,7.3,3.7,8.1,3.4,19.5,1.96,0.35,1.33,7.2,104,98.8
Kristaps Porzingis,Dal,F-C,24.61,51,31.3,65.2,26.6,8.5,228,0.776,447,0.477,361,0.349,0.498,0.54,19.2,9.5,15.8,1.7,8.6,0.71,2.08,1.65,8.6,108.5,100.6
Ky Bowman,Gol,G,22.74,45,22.6,47,17.2,17.1,41,0.829,214,0.472,107,0.308,0.469,0.494,7.4,2.7,6.4,2.9,19.4,1,0.22,1.56,6.8,95.6,107.2
Kyle Anderson,Mem,F-G,26.48,59,19.3,40.3,13.3,15.1,66,0.652,218,0.56,62,0.258,0.521,0.542,5.7,4.4,11.8,2.2,15.1,0.75,0.53,0.93,7.9,110.2,105.7
Kyle Guy,Sac,G,22.58,2,2,4.2,21.8,0,0,0,1,1,1,0,0.5,0.5,1,0,0,0,0,0,0,0,0,,
Kyle Korver,Mil,G-F,38.99,50,16.7,34.7,15.7,13.6,34,0.824,52,0.481,207,0.415,0.595,0.613,6.7,2.1,6.2,1.2,9.5,0.4,0.24,0.86,6.1,111.4,98.6
Kyle Kuzma,Lal,F,24.63,54,24.6,51.2,23.2,11.6,130,0.738,352,0.523,236,0.297,0.491,0.522,12.5,4.5,9.9,1.3,7.4,0.39,0.39,1.57,6.8,100.2,102.6
Kyle Lowry,Tor,G,33.97,52,36.6,76.2,23.1,15,296,0.861,309,0.505,432,0.354,0.52,0.589,19.7,4.8,7,7.7,31,1.35,0.42,2.96,9.8,116.8,100.9
Kyle O'Quinn,Phi,C-F,29.96,26,9.9,20.7,16.5,18.3,19,0.526,49,0.571,23,0.304,0.535,0.541,3.3,3.8,21,1.3,19.1,0.19,0.85,0.69,10.2,112.5,95.5
Kyrie Irving,Bro,G,27.97,20,32.9,68.5,32.6,10.1,102,0.922,274,0.522,142,0.394,0.546,0.595,27.4,5.2,8.1,6.4,37.4,1.35,0.5,2.6,11.8,118.7,103.3
KZ Okpala,Mia,F-G,20.87,5,5.2,10.8,11.7,14.5,2,0.5,4,0.75,1,0,0.6,0.595,1.4,1,10.8,0.2,5.5,0.4,0.2,0.2,5,110,101.2
LaMarcus Aldridge,San,F-C,34.65,53,33.1,68.9,23.6,7.8,191,0.827,637,0.518,157,0.389,0.531,0.57,18.9,7.4,12,2.4,11.4,0.68,1.64,1.4,8.4,114.5,109.3
Landry Shamet,Lac,G,23,47,27.5,57.4,13.3,8.7,63,0.905,83,0.494,268,0.392,0.566,0.599,9.7,1.9,3.6,1.9,9,0.4,0.19,0.77,4.8,118.6,103.5
Langston Galloway,Det,G,28.26,66,25.8,53.7,15.9,6.5,84,0.857,211,0.493,331,0.399,0.557,0.584,10.2,2.2,4.9,1.5,8.8,0.73,0.15,0.61,5,117.3,112.3
Larry Nance Jr.,Cle,F-C,27.19,56,26.3,54.8,15.2,11.5,74,0.676,272,0.636,159,0.352,0.596,0.608,10.1,7.3,15.4,2.2,12.3,0.98,0.39,1.07,8.3,121.5,109.4
Lauri Markkanen,Chi,F-C,22.81,50,29.8,62.2,21.1,11,153,0.824,274,0.518,317,0.344,0.517,0.56,14.7,6.3,11.6,1.5,7.6,0.84,0.48,1.62,7,107.5,107.5
LeBron James,Lal,F,35.2,60,34.9,72.7,31.6,15.3,343,0.697,795,0.57,381,0.349,0.555,0.582,25.7,7.9,12.2,10.6,49.7,1.23,0.5,3.98,14.8,116.3,103.2
Lonnie Walker IV,San,G-F,21.24,53,14.5,30.2,18.3,9.9,54,0.722,197,0.442,71,0.408,0.487,0.514,5.7,2.2,8.1,0.9,8.4,0.53,0.25,0.6,6.2,100.9,107.4
Lonzo Ball,Nor,G,22.37,56,32.4,67.6,18.6,20.6,67,0.567,265,0.453,363,0.383,0.523,0.529,12.4,6.2,10.1,6.9,29,1.45,0.52,3.05,10,104.5,108.1
Lou Williams,Lac,G,33.37,60,29.3,61,28.3,14.4,322,0.863,588,0.442,295,0.363,0.476,0.546,18.7,3.1,5.5,5.7,30,0.65,0.17,2.87,9.4,108.9,108.4
Louis King,Det,F,20.93,10,6.2,13,17.1,8.2,3,0,10,0.4,11,0.364,0.476,0.448,2,1,9.1,0.5,11.8,0.2,0,0.2,6.5,93,98.5
Luguentz Dort,Okc,G,20.9,29,22,45.8,13.1,7.9,36,0.778,85,0.506,73,0.301,0.481,0.518,6.2,1.9,4.7,0.7,4.5,0.83,0.07,0.52,3.7,104.6,101
Luka Doncic,Dal,G-F,21.03,54,33.3,69.4,37,14.7,491,0.752,619,0.575,491,0.318,0.532,0.584,28.7,9.3,14.6,8.7,45.3,1.06,0.19,4.22,15.9,115.6,102.9
Luka Samanic,San,F,20.17,1,12,25,14.5,0,0,0,2,0,2,0,0,0,0,2,9,3,28.9,0,0,0,0,42.9,118.7
Luke Kennard,Det,G,23.71,28,32.9,68.6,19.8,10.3,75,0.893,159,0.491,183,0.399,0.548,0.589,15.8,3.5,6,4.1,19.2,0.43,0.21,1.54,7.4,117,110.8
Luke Kornet,Chi,C-F,24.66,36,15.5,32.3,16.3,6.6,28,0.714,79,0.646,108,0.287,0.521,0.539,6,2.3,8.3,0.9,8.5,0.31,0.72,0.39,6,111.4,106
Malcolm Brogdon,Ind,G,27.25,48,30.7,63.9,25.3,13.6,162,0.895,465,0.49,195,0.313,0.484,0.536,16.3,4.7,8.5,7.1,34.5,0.69,0.17,2.4,10.6,110.2,107
Malcolm Miller,Tor,G-F,27.02,25,5,10.4,10.2,10.1,6,0.167,5,0.4,19,0.316,0.458,0.432,0.9,0.6,5.9,0.3,8.3,0.16,0.08,0.12,4.4,91.2,100.7
Malik Beasley,Den,G,23.29,41,18.2,37.9,20.6,10.2,38,0.868,140,0.421,161,0.36,0.485,0.511,7.9,1.9,5.7,1.2,9.1,0.76,0.15,0.88,5.8,99.6,107.3
Malik Beasley,Min,G,23.29,14,33.1,68.9,23.8,8.2,28,0.75,118,0.517,115,0.426,0.577,0.591,20.7,5.1,8.1,1.9,9.8,0.64,0.14,1.57,7.1,110.5,111.4
Malik Monk,Cha,G,22.1,55,21.3,44.3,22.9,12.6,100,0.82,284,0.542,204,0.284,0.494,0.53,10.3,2.9,7.3,2.1,16.6,0.45,0.29,1.4,7.5,102.3,110.4
Malik Newman,Cle,G,23.05,1,3.7,7.7,44.8,25.8,2,1,1,0,1,0,0,0.347,2,0,0,0,0,0,0,1,0,,
Marc Gasol,Tor,C,35.12,36,27.5,57.3,12.8,14.6,36,0.722,109,0.44,127,0.402,0.528,0.546,7.6,6.3,12.1,3.4,16.9,0.78,0.92,1.19,7.9,112.3,97.1
Marco Belinelli,San,G,33.97,52,15,31.2,17,5.2,41,0.78,116,0.422,155,0.368,0.496,0.521,5.8,1.7,6.2,1.2,11.3,0.19,0.02,0.31,6.1,107.5,113.5
Marcus Morris Sr.,Nyk,F,30.52,43,32.3,67.2,24.4,9.2,198,0.823,372,0.444,264,0.439,0.533,0.582,19.6,5.4,9,1.4,6.8,0.77,0.4,1.7,6.6,112.9,107.5
Marcus Morris Sr.,Lac,F,30.52,12,28.4,59.1,16.3,11.2,11,0.818,54,0.5,60,0.283,0.461,0.48,9.5,4,7.3,1.5,7.2,0.67,0.83,1.25,5.4,95.1,101.7
Marcus Smart,Bos,G,26.02,53,32.5,67.6,19.3,11.6,127,0.835,264,0.424,368,0.348,0.481,0.519,13.5,3.8,6.4,4.8,21,1.6,0.51,1.7,7.7,109.7,102.7
Marial Shayok,Phi,G-F,24.63,2,5.2,10.7,25.2,16.7,0,0,2,0,3,0.333,0.3,0.3,1.5,1.5,16.1,0.5,13,0,0,0.5,8,61.3,111.1
Mario Hezonja,Por,F-G,25.04,47,16.3,34,13.8,14.9,51,0.824,125,0.48,64,0.328,0.484,0.532,4.8,3.4,11,0.9,7.2,0.6,0.19,0.79,6,103.7,103.7
Markelle Fultz,Orl,G,21.79,64,28.3,59,20.7,15.1,141,0.723,558,0.52,118,0.254,0.496,0.523,12.1,3.3,6.3,5.2,28.8,1.3,0.17,2.05,8.4,105,105.4
Markieff Morris,Det,F,30.52,44,22.5,46.8,21.8,14.2,79,0.772,200,0.5,189,0.397,0.546,0.573,11,3.9,9.9,1.6,11,0.59,0.23,1.59,7.3,104,104.7
Markieff Morris,Lal,F,30.52,8,14.7,30.6,15.7,11.4,4,1,15,0.533,22,0.273,0.459,0.49,4.8,3.3,12,0.6,5.5,0.25,0.5,0.63,5.8,103.8,96.8
Marko Guduric,Mem,G,25.01,42,11.3,23.6,17.6,17.9,25,0.92,73,0.493,81,0.309,0.477,0.515,4,1.7,7.8,1.1,12.4,0.29,0.19,0.86,6.9,96.3,108.5
Marques Bolden,Cle,C,21.9,1,2.8,5.8,0,,0,0,0,0,0,0,,,0,2,39.7,0,0,1,0,0,0,,
Marquese Chriss,Gol,F,22.69,59,20.3,42.2,19,14.6,156,0.769,347,0.582,39,0.205,0.554,0.603,9.3,6.2,16.6,1.9,15.3,0.66,1.05,1.32,9.4,116.3,104.5
Marvin Bagley III,Sac,F,21,13,25.7,53.5,25.9,9.1,31,0.806,145,0.51,22,0.182,0.479,0.512,14.2,7.5,16.4,0.8,5,0.46,0.92,1.38,6.8,101.9,100.3
Marvin Williams,Cha,F,33.73,41,19.7,41,14,9.7,50,0.86,93,0.538,117,0.376,0.552,0.593,6.7,2.7,7.5,1,7.8,0.61,0.56,0.61,5.3,115.2,106.9
Marvin Williams,Mil,F,33.73,11,18.5,38.4,8.9,6.9,4,1,12,0.667,27,0.296,0.513,0.54,4,3.5,9.5,1.4,9,0.82,0.36,0.27,5.8,118.8,92.6
Mason Plumlee,Den,F-C,30.02,53,17,35.4,18.3,18.7,138,0.536,244,0.627,4,0,0.617,0.615,7.2,5.3,17.4,2.4,20,0.53,0.6,1.34,10.6,116.9,96.1
Matisse Thybulle,Phi,G-F,23.02,57,19.5,40.6,11.6,15.1,41,0.61,92,0.5,142,0.352,0.517,0.53,4.7,1.5,4.3,1.2,8.3,1.39,0.7,0.79,4.2,103,100.2
Matt Mooney,Cle,G,23.09,4,4.7,9.8,9.1,0,0,0,2,0.5,2,0,0.25,0.25,0.5,0.8,8.9,0.3,6.8,0.5,0.25,0,4.2,69.1,107.1
Matt Thomas,Tor,G,25.6,33,9.7,20.3,17,9.4,10,0.7,36,0.528,75,0.467,0.644,0.65,4.5,1.5,7.9,0.5,7.9,0.24,0,0.36,6.2,118.9,100.3
Matthew Dellavedova,Cle,G,29.51,57,14.4,30,13,23.6,37,0.865,84,0.488,91,0.231,0.414,0.463,3.1,1.3,5.1,3.2,29,0.37,0.04,1.04,6.5,102.8,110
Maurice Harkless,Lac,F-G,26.84,50,22.8,47.5,10.3,16.3,42,0.571,144,0.59,73,0.37,0.578,0.584,5.5,4,9.1,1,5.5,0.96,0.6,0.92,4.9,108.7,99.4
Maurice Harkless,Nyk,F-G,26.84,12,23.8,49.6,12.4,8.4,24,0.625,41,0.561,25,0.28,0.508,0.536,6.8,3.3,7.5,1.7,9.7,0.75,0.25,0.58,5.7,113.1,107
Max Strus,Chi,G-F,23.95,2,3.1,6.5,23.6,0,1,1,2,1,1,0,0.667,0.727,2.5,0.5,8.9,0,0,0,0,0,0,,
Maxi Kleber,Dal,F,28.12,66,25.7,53.5,13.9,8.7,80,0.863,180,0.594,286,0.374,0.574,0.603,9.2,5.4,11,1.2,6.2,0.3,1.2,0.73,6.1,122.3,104.8
Melvin Frazier Jr.,Orl,G-F,23.53,15,3.4,7.1,18.4,13.8,4,0.5,10,0.2,7,0.571,0.471,0.48,1.2,0.3,4.2,0.1,2.8,0.27,0.13,0.2,3.9,,
Meyers Leonard,Mia,C,28.04,49,20.1,42,12,13,26,0.654,104,0.625,119,0.429,0.635,0.64,6.1,5,14,1.1,7.7,0.27,0.31,0.71,6.4,116.6,100.5
Mfiondu Kabengele,Lac,F-C,22.58,12,5.4,11.2,23.4,5.5,5,1,12,0.417,20,0.45,0.578,0.614,3.5,0.9,8.8,0.2,4.8,0.17,0.17,0.17,6.4,118.9,95.8
Michael Carter-Williams,Orl,G,28.42,42,18.4,38.4,18.4,14.6,87,0.828,174,0.489,68,0.294,0.475,0.539,7.2,3.3,9.7,2.4,19.4,1.07,0.48,1.14,8.4,109.8,100.5
Michael Frazier,Hou,G,26.01,8,8.2,17.1,9.8,12.8,6,0.667,3,0.667,8,0.25,0.455,0.513,1.8,0.4,2.4,0.1,1.9,0.25,0,0.25,2,98.5,96.9
Michael Kidd-Gilchrist,Cha,F,26.46,12,13.3,27.7,17.6,10.9,9,0.778,36,0.361,17,0.294,0.387,0.421,4,2.9,12,0.8,9.5,0,0.25,0.58,6.3,91.2,104.6
Michael Kidd-Gilchrist,Dal,F,26.46,9,7.9,16.5,8.3,43.2,2,1,4,0.25,3,0,0.143,0.254,0.4,2.2,14.7,0.3,5,0.22,0.22,0.67,3.2,55.4,90
Michael Porter Jr.,Den,F,21.7,48,14,29.1,22,10.3,43,0.767,183,0.536,102,0.422,0.57,0.589,7.5,4.1,16.5,0.7,8,0.42,0.4,0.73,7.9,113.3,99.1
Mikal Bridges,Pho,F,23.53,65,27.3,56.8,12.4,12.5,105,0.848,248,0.621,159,0.352,0.585,0.623,8.7,4,8.1,1.8,8.9,1.48,0.6,1,5.8,118.6,105.9
Mike Conley,Uta,G,32.42,41,28.6,59.5,23,12.4,117,0.795,273,0.429,213,0.376,0.488,0.527,13.8,3.2,6.2,4.3,22.8,0.78,0.1,1.85,8,108.1,105.1
Mike Muscala,Okc,F-C,28.7,41,12,25,16.4,7.7,22,0.818,39,0.538,120,0.358,0.538,0.56,4.6,2.3,10.6,0.8,9.8,0.2,0.27,0.34,6.8,113.1,101.3
Mike Scott,Phi,F,31.65,63,17.8,37,13.8,6.7,30,0.833,115,0.496,204,0.358,0.522,0.539,5.7,3.6,11.1,0.8,5.9,0.32,0.08,0.38,5.7,112.7,105
Miles Bridges,Cha,F,21.98,65,30.7,64,20,10.4,131,0.809,453,0.486,300,0.33,0.489,0.52,13,5.6,9.9,1.8,9.4,0.62,0.74,1.45,6.6,102.9,109.4
Mitchell Robinson,Nyk,C-F,21.95,61,23.2,48.2,13.3,8.3,148,0.568,341,0.742,0,0,0.742,0.726,9.7,7,16.2,0.6,3.9,0.85,1.95,0.61,5.9,141.3,100.3
Miye Oni,Uta,G-F,22.6,5,2.1,4.5,12.3,33.3,0,0,1,0,1,0,0,0,0,0.4,10.3,0,0,0,0,0.2,0,,
Mo Bamba,Orl,C,21.83,60,14.5,30.1,17.2,12.2,46,0.674,178,0.534,104,0.356,0.534,0.549,5.5,5,18.5,0.7,7.3,0.37,1.4,0.7,7.4,110.5,96.2
Monte Morris,Den,G,24.71,65,21.6,44.9,17.3,8.3,62,0.823,340,0.494,144,0.375,0.514,0.537,8.4,1.7,4.4,3.5,23.3,0.82,0.25,0.71,6.8,116.5,110.7
Montrezl Harrell,Lac,F-C,26.12,63,27.8,57.8,25.6,10,351,0.658,795,0.592,18,0,0.579,0.606,18.6,7.1,13.2,1.7,10.3,0.63,1.11,1.71,8.7,118.5,102
Moritz Wagner,Was,F-C,22.88,37,19.1,39.8,18.8,17.2,82,0.817,161,0.671,67,0.343,0.625,0.666,9.5,5.2,14.9,1.3,10.1,0.59,0.46,1.49,8.4,118.3,97.9
Moses Brown,Por,C,20.41,9,3.7,7.6,21.3,18.2,8,0.375,10,0.4,0,0,0.4,0.407,1.2,1.6,22.1,0.1,4.1,0.11,0.11,0.33,6.2,,
Mychal Mulder,Gol,G,25.75,7,29.1,60.6,16.2,6.5,12,0.75,15,0.667,52,0.308,0.507,0.533,11,3.3,6.1,1.1,5.9,0.29,0.14,0.71,4.7,104.5,109.5
Myles Turner,Ind,C-F,23.97,55,29.6,61.7,17.5,10.5,144,0.75,288,0.542,229,0.336,0.525,0.561,11.8,6.6,12.3,1.1,5.1,0.76,2.18,1.24,6,107.7,102.3
Nassir Little,Por,F-G,20.08,48,11.9,24.8,13.7,8.1,44,0.636,92,0.554,59,0.237,0.477,0.505,3.6,2.3,9.8,0.5,5.1,0.27,0.31,0.31,5.4,107.8,105.2
Naz Mitrou-Long,Ind,G,26.61,3,14.2,29.5,18.6,11.1,0,0,5,0.8,11,0.182,0.438,0.438,4.7,2,7.8,2.3,22.5,0.33,0.33,0.67,7.8,93.9,110.5
Naz Reid,Min,C-F,20.54,30,16.5,34.4,24,7.6,53,0.698,146,0.466,97,0.33,0.477,0.505,9,4.1,13.2,1.2,11.2,0.63,0.73,0.73,8.6,104.4,97.6
Nemanja Bjelica,Sac,F,31.84,64,28.5,59.3,17.4,12.5,73,0.822,309,0.524,296,0.422,0.578,0.596,11.9,6.4,12.7,2.8,14.6,0.83,0.52,1.42,8.4,117.2,103.2
Nerlens Noel,Okc,C-F,25.92,55,18.4,38.4,15.3,15.4,98,0.765,251,0.689,3,0.333,0.687,0.714,7.7,4.9,14.8,1,7.9,1.02,1.49,0.98,7.3,130.5,94.4
Nickeil Alexander-Walker,Nor,G,21.52,41,12.2,25.4,22.8,14.3,28,0.607,110,0.336,117,0.342,0.427,0.441,5.1,2,8.4,1.8,20.4,0.27,0.17,0.98,8.6,90.7,106.5
Nicolas Batum,Cha,G-F,31.24,22,23,47.8,9.4,20.5,10,0.9,32,0.438,49,0.286,0.432,0.463,3.6,4.5,10.7,3,18,0.77,0.36,1,6.3,105.5,106.6
Nicolas Claxton,Bro,F-C,20.9,15,12.5,26,14.8,13.6,21,0.524,41,0.634,7,0.143,0.573,0.577,4.4,2.9,12.1,1.1,12.6,0.07,0.53,0.6,7.7,117.2,105.7
Nicolo Melli,Nor,F,29.12,52,17.1,35.6,15.9,12.1,60,0.733,98,0.592,180,0.361,0.559,0.583,6.8,3,9.3,1.3,10.2,0.58,0.37,0.81,7,113.1,103.2
Nigel Williams-Goss,Uta,G,25.49,9,3.1,6.4,15.7,20.2,2,1,5,0.2,2,0,0.143,0.254,0.4,0.6,9.9,0.6,22.7,0.11,0.11,0.22,6.8,,
Nikola Jokic,Den,C,25.06,65,32.3,67.3,26.6,15.6,268,0.813,743,0.594,226,0.314,0.565,0.604,20.2,10.2,17.6,6.9,34.3,1.18,0.66,3.09,13.9,118.4,99.9
Nikola Vucevic,Orl,C,29.38,54,32.6,68,25.8,7.3,146,0.781,661,0.523,249,0.329,0.515,0.54,19.5,11,18.1,3.7,20,0.85,0.87,1.43,11.4,112.4,102.5
Noah Vonleh,Min,F,24.55,29,12,25,13.8,15.5,28,0.821,72,0.625,14,0.143,0.558,0.605,4.1,4,17.6,0.9,10.8,0.38,0.21,0.62,8.2,119.7,103.4
Noah Vonleh,Den,F,24.55,4,4.2,8.7,15.3,34,2,0.5,2,1,1,1,1.167,1.031,2,1.8,23.3,0.3,8.8,0,0,0.5,9.8,130.7,99.6
Norman Powell,Tor,G,26.8,44,28.8,60.1,21.5,10.2,130,0.838,278,0.594,236,0.398,0.595,0.631,16.4,3.6,6.7,1.8,9.7,1.25,0.39,1.48,6.6,116.7,102.4
Norvel Pelle,Phi,F,27.1,20,8.9,18.6,12.9,24.4,12,0.5,35,0.514,0,0,0.514,0.521,2.1,3,18.6,0.4,5.3,0.05,1.2,0.65,6.1,94.9,87.3
OG Anunoby,Tor,F,22.65,63,30.1,62.7,14.4,11.7,86,0.686,312,0.593,215,0.381,0.584,0.598,10.7,5.4,9.5,1.6,7.5,1.41,0.67,1.19,6,113.2,100.1
Omari Spellman,Gol,F,22.64,49,18.1,37.7,18.7,13.6,92,0.793,185,0.454,110,0.391,0.503,0.551,7.6,4.4,13.3,1,8.1,0.67,0.49,1.08,7.1,106.5,109
Oshae Brissett,Tor,F-G,21.73,19,7.1,14.8,15,14.8,10,0.8,21,0.476,15,0.2,0.403,0.458,1.9,1.4,10.2,0.4,7,0.21,0.05,0.37,5.8,95.7,96
Otto Porter Jr.,Chi,F,26.77,14,23.6,49.2,21,6.8,27,0.704,78,0.487,62,0.387,0.529,0.55,11.9,3.4,8,1.8,11.9,1.07,0.43,0.79,7.1,112.2,105
P.J. Tucker,Hou,F,34.85,64,34.4,71.7,8.6,14.6,44,0.841,117,0.573,257,0.37,0.56,0.58,7.1,6.9,10.5,1.6,5.9,1.11,0.52,1.05,5,115.9,103.9
P.J. Washington,Cha,F,21.55,58,30.3,63.2,18.6,12.5,135,0.652,359,0.507,230,0.374,0.528,0.548,12.2,5.4,9.8,2.1,11.3,0.9,0.78,1.6,6.8,104.5,105.9
Pascal Siakam,Tor,F,25.94,53,35.5,74,28.5,10.5,275,0.8,680,0.506,320,0.359,0.517,0.559,23.6,7.5,11.2,3.6,17,1,0.92,2.49,9.7,108.3,100.2
Pat Connaughton,Mil,G,27.18,61,18.3,38.2,11.9,14.2,36,0.75,124,0.605,137,0.321,0.54,0.558,5.1,4.2,11.4,1.6,10.6,0.33,0.51,0.75,7.1,112.5,100
Patrick Beverley,Lac,G,31.66,48,27.1,56.4,13,15.7,41,0.659,127,0.504,198,0.379,0.543,0.554,7.9,5.4,10.3,3.7,18.2,1.1,0.52,1.33,8,114.3,97.8
Patrick McCaw,Tor,G,24.38,37,24.5,51.1,9.4,14.6,18,0.722,91,0.484,71,0.324,0.485,0.5,4.6,2.3,5,2.1,11.4,1.05,0.11,0.78,4.6,105.1,104.4
Patrick Patterson,Lac,F,31,51,11.9,24.8,15.1,8.1,34,0.794,46,0.457,142,0.387,0.551,0.576,4.6,2.4,10.3,0.6,6.9,0.12,0.06,0.35,6.3,117.7,104.8
Patty Mills,San,G,31.58,63,22.7,47.3,20.5,7.6,108,0.861,187,0.529,389,0.38,0.557,0.589,11.7,1.6,3.7,1.8,11.3,0.83,0.1,0.81,5.7,114.6,111.6
